hbpermin,Pseg,PQseg,QRSseg,QRseg,QTseg,RSseg,STseg,Tseg,PTseg,ECGseg,QRtoQSdur,RStoQSdur,RRmean,PPmean,PQdis,PonQdis,PRdis,PonRdis,PSdis,PonSdis,PTdis,PonTdis,PToffdis,QRdis,QSdis,QTdis,QToffdis,RSdis,RTdis,RToffdis,STdis,SToffdis,PonToffdis,PonPQang,PQRang,QRSang,RSTang,STToffang,RRTot,NNTot,SDRR,IBIM,IBISD,SDSD,RMSSD,QRSarea,QRSperi,PQslope,QRslope,RSslope,STslope,NN50,pNN50,ECG_signal
100.5,0.06082243,0.053831776,0.003813084,0.002242991,0.105457944,0.001570093,0.10164486,0.159327103,0.15928972,0.27682243,0.002012727,0.001990266,147.2272727,147.2272727,13.05832085,22.95655109,13.07339099,22.97169252,13.07339099,22.97169252,38.00367326,47.95455665,64.71382406,0.015151515,0.015151515,25.02976262,51.73535712,0.0,25.01461833,51.72020747,25.01461833,51.72020747,74.66667222,8.928084158,-7.674113687,12.90826983,-8.506900816,1.829171246,67,106,3.536799848,128.490566,15.11726437,3.074999399,147.2697484,0.0,0.03030303,-0.106380012,0.1084182995,-0.116240702,0.03414976,0,0.0,AFF
90.0,0.050622222,0.068,0.056844444,0.028666667,0.1584,0.028177778,0.101555556,0.106311111,0.2264,0.294133333,0.002012727,0.001990266,165.2881356,165.1694915,14.39518495,20.39183587,20.1898436,26.1881184,26.02046832,32.01828045,52.20355997,58.20340517,62.06801683,5.801890513,11.62724529,37.81484455,47.67876105,5.833930746,32.01820933,41.88229919,26.18765895,36.05155235,68.06781296,7.58327079,-7.674113687,12.90826983,-8.506900816,2.877932971,60,89,28.10636628,142.7078652,29.52086124,35.45487075,167.6607754,2.225008518,23.26306655,-0.025552798,0.1084182995,-0.116240702,0.008240984,20,22.47191011,AFF
99.04761905,0.069883765,0.079363567,0.075028582,0.038395579,0.139481707,0.036633003,0.064453125,0.050114329,0.218845274,0.268197409,0.003985468,0.003827032,77.51162791,77.50387597,10.72263104,14.46168762,16.2834149,20.03792724,21.63675584,25.3843721,28.36453291,32.11634546,30.43470254,5.736303483,10.93095094,17.67807553,19.743868,5.50021454,12.11455415,14.18626361,6.757233307,8.816759763,34.18609039,7.58327079,-17.58540241,26.75605421,-17.53715718,2.877932971,130,163,4.071295394,74.14110429,4.716485374,2.111385038,77.61847658,7.052354783,22.16746897,-0.068370465,0.243480424,-0.23263386,0.077939804,2,1.226993865,NSR
96.0,0.076938272,0.10217284,0.103012346,0.056,0.175604938,0.047012346,0.072592593,0.061876543,0.277777778,0.349037037,0.002208785,0.001791215,151.9365079,151.9206349,26.45470032,35.98619587,41.65204401,51.19481371,53.95768148,63.49336242,70.96916427,80.50795112,78.25486692,15.24274214,27.50809856,44.52545805,51.81091234,12.34798099,29.32517534,36.61026152,17.02147509,24.30554328,87.79368282,3.720630631,-5.513918665,8.857000001,-6.416358957,2.877932971,64,80,43.35965245,148.5375,38.83942945,62.52972654,158.0024111,14.4388451,55.09882169,-0.027722104,0.068641598,-0.086287705,0.025932856,2,2.5,CHF
66.96428571,0.078419753,0.073580247,0.001530864,0.000790123,0.101382716,0.000740741,0.099851852,0.15437037,0.174962963,0.29491358,0.002012727,0.001990266,223.25,223.25,22.73673531,32.12578915,23.09992795,32.48940115,23.44100395,32.83026012,48.34264531,57.750074,75.63710366,0.364802148,0.704555989,25.64894253,52.93959605,0.34184573,25.28541459,52.57604433,24.94440506,52.23504044,85.04546024,5.028612501,-7.674113687,12.90826983,-8.506900816,2.877932971,45,80,25.95023647,185.8375,33.98004568,30.58439281,224.7531474,0.420863919,1.411203867,-0.053382028,0.1084182995,-0.116240702,0.031571033,2,2.5,CHF
88.14741036,0.066952381,0.061333333,0.02152381,0.010619048,0.117714286,0.010904762,0.096190476,0.095714286,0.179047619,0.248714286,0.002012727,0.001990266,169.9310345,169.9655172,14.18487444,23.39636513,14.47705596,23.68948062,14.73590589,23.94798711,39.59149773,48.86208347,44.97052326,0.294282647,0.551734367,25.49767399,30.87469112,0.259637729,25.20460969,30.58167771,24.9459897,30.3229662,54.2413972,9.971601889,-7.674113687,12.90826983,-8.506900816,2.877932971,59,83,11.59200389,158.746988,13.54690683,17.80954956,170.3259553,0.392532731,1.105654744,-0.107531812,0.1084182995,-0.116240702,0.034529547,1,1.204819277,CHF
110.9163347,0.046336207,0.05387931,0.00080819,0.00080819,0.112284483,0.0,0.111476293,0.176023707,0.166163793,0.273653017,0.002012727,0.001990266,69.04166667,69.04166667,7.006214623,8.307989804,7.108189433,8.411557214,7.108189433,8.411557214,21.27638176,22.63258023,33.65482673,0.104173805,0.104173805,14.39542343,26.77172766,0.0,14.29133136,26.66757938,14.29133136,26.66757938,35.01398996,7.58327079,-7.674113687,12.90826983,-8.506900816,2.877932971,145,144,7.95811518,69.04166667,7.985892281,8.804798437,69.49880095,0.0,0.20834761,-0.179056549,0.1084182995,-0.116240702,0.053931894,4,2.777777778,NSR
98.21428571,0.063407407,0.061333333,0.025037037,0.012592593,0.131950617,0.012444444,0.10691358,0.144691358,0.193283951,0.297283951,0.002012727,0.001990266,151.4461538,151.4461538,13.13951287,21.74771905,14.65848794,23.2704124,16.22784813,24.83883731,44.89332051,53.52308356,61.72376896,1.53396035,3.092788748,31.79074948,48.61986238,1.574567693,30.26792906,47.09698308,28.698031,45.52719166,70.35385515,5.8519811,-7.674113687,12.90826983,-8.506900816,2.877932971,66,80,5.233121643,147.025,6.214102606,9.253324994,151.5365404,1.747653314,6.201316791,-0.069803757,0.1084182995,-0.116240702,0.019458111,5,6.25,CHF
64.5,0.077679012,0.072345679,0.002320988,0.001185185,0.101925926,0.001135802,0.099604938,0.136148148,0.174271605,0.277580247,0.002012727,0.001990266,227.8095238,227.7380952,22.03753107,31.7999299,22.03753107,31.7999299,22.03753107,31.7999299,47.00192199,56.78579656,72.00088688,0.0,0.0,25.01470674,50.0094628,0.0,25.01470674,50.0094628,25.01470674,50.0094628,81.78572177,5.290302527,-7.674113687,12.90826983,-8.506900816,2.877932971,43,80,1.483851091,189.0625,28.27272561,2.284625176,227.8143563,0.0,0.0,-0.0584682,0.1084182995,-0.116240702,0.034258634,0,0.0,CHF
101.1904762,0.069777778,0.053888889,0.005944444,0.002888889,0.106888889,0.003055556,0.100944444,0.149555556,0.160777778,0.284666667,0.002012727,0.001990266,147.9253731,147.9253731,13.08063615,23.96607827,13.08063615,23.96607827,13.08063615,23.96607827,38.43587711,49.35824167,59.15044055,0.0,0.0,25.41185815,46.12666422,0.0,25.41185815,46.12666422,25.41185815,46.12666422,70.07470064,7.284842206,-7.674113687,12.90826983,-8.506900816,2.877932971,68,71,3.173177855,147.4929577,3.133128813,1.389650847,147.9594035,0.0,0.0,-0.087747731,0.1084182995,-0.116240702,0.026278998,0,0.0,CHF
71.61904762,0.059143926,0.074493838,0.038127201,0.019201144,0.124834947,0.018926056,0.086707746,0.091494278,0.199328785,0.258692782,0.002012727,0.001990266,106.9569892,106.8172043,10.45645054,13.38461998,12.87719429,15.80845842,15.34146319,18.26974749,25.78921287,28.76411786,28.59604433,2.475003289,4.886899264,15.44103503,18.23962252,2.571359575,13.02405022,15.83056504,10.5953825,13.37185751,31.57042534,18.00531005,-7.674113687,12.90826983,-8.506900816,9.465379996,94,141,8.041443698,98.07801418,9.763486784,7.57601678,107.2588568,3.422690979,9.933262128,-0.132849733,0.1084182995,-0.116240702,0.112275226,20,14.18439716,NSR
72.85714286,0.058440171,0.067948718,0.032318376,0.016452991,0.127884615,0.015865385,0.095566239,0.094123932,0.195833333,0.262660256,0.002012727,0.001990266,291.2727273,291.3030303,25.30596263,36.5240205,31.94167198,43.16092529,38.1243716,49.34246621,71.78977064,83.0306013,86.82012635,6.642741657,12.81862279,46.52153106,61.54964945,6.193374138,39.88552146,54.91420449,33.70678017,48.73223619,98.06074105,7.58327079,-7.674113687,12.90826983,-8.506900816,2.877932971,34,51,126.5673309,264.0392157,105.1771327,183.1588253,317.5832031,5.762061491,25.65473858,-0.051464911,0.1084182995,-0.116240702,0.023681152,8,15.68627451,ARR
73.44,0.073284314,0.093545752,0.093545752,0.046568627,0.193300654,0.046977124,0.099754902,0.087581699,0.286846405,0.360375817,0.001382843,0.001394935,290.3030303,290.3030303,33.67403221,45.60900543,50.42813999,62.36893396,67.3363706,79.27402505,103.2424602,115.1818642,117.7880499,16.81045737,33.66673324,69.57852374,84.12272284,16.95653144,52.8229714,67.36871702,35.91339176,50.45645939,129.7272736,2.089220563,-5.713338241,8.777624477,-5.137818485,1.338141092,34,33,9.590035386,290.3030303,9.738726972,8.688118233,290.4613885,21.73486023,67.43372205,-0.020839552,0.079050711,-0.074461613,0.015354768,0,0.0,ARR
73.5,0.061555556,0.067422222,0.028711111,0.014622222,0.125955556,0.014088889,0.097244444,0.092666667,0.193377778,0.263155556,0.002012727,0.001990266,204.5416667,204.5416667,13.31311296,22.80664489,13.31311296,22.80664489,13.31311296,22.80664489,38.23151408,47.79229391,45.63058056,0.0,0.0,25.02288057,32.40522654,0.0,25.02288057,32.40522654,25.02288057,32.40522654,55.18752431,10.4095933,-7.674113687,12.90826983,-8.506900816,4.69277548,49,89,3.989352147,163.4606742,30.48304634,4.209863604,204.5805669,0.0,0.0,-0.112582942,0.1084182995,-0.116240702,0.042689696,0,0.0,AFF
110.1190476,0.066518519,0.053234568,0.003654321,0.00182716,0.103061728,0.00182716,0.099407407,0.082024691,0.156296296,0.20908642,0.002012727,0.001990266,135.8219178,135.8219178,13.06230378,22.93140976,13.06230378,22.93140976,13.06230378,22.93140976,38.00291514,47.91784613,40.67451041,0.0,0.0,25.01292222,27.68162701,0.0,25.01292222,27.68162701,25.01292222,27.68162701,50.58907778,7.58327079,-7.674113687,12.90826983,-8.506900816,2.877932971,74,80,1.746561912,135.3375,1.742307346,1.359054569,135.833147,0.0,0.0,-0.097748689,0.1084182995,-0.116240702,0.032066247,0,0.0,CHF
81.0,0.058168224,0.082728972,0.049869159,0.02553271,0.150280374,0.024336449,0.100411215,0.117981308,0.233009346,0.312859813,0.002025814,0.001974186,183.509434,183.4339623,26.83413452,35.17220291,37.92994845,46.26953633,48.73911763,57.07775945,72.13208737,80.47172815,85.83023173,11.14752333,21.9060843,45.30419943,59.0011987,10.87706803,34.21359845,47.91122727,23.40376047,37.09778918,94.1698194,7.58327079,-6.512990455,11.78172981,-7.721062577,2.877932971,54,106,42.50932091,148.0188679,39.34354186,61.68682536,188.368667,12.38446588,43.93067565,-0.017061066,0.096941814,-0.10947241,0.025751207,22,20.75471698,AFF
75.0,0.062130841,0.070504673,0.048598131,0.025046729,0.152037383,0.023551402,0.103439252,0.109196262,0.222542056,0.290317757,0.002054862,0.001945138,199.5918367,199.5714286,20.21708354,28.86245883,31.74219787,40.39689141,42.6384814,51.28852785,67.30620751,75.95921483,74.7553489,11.61658662,22.42864774,47.10607147,54.55359508,10.98684711,35.58028905,43.02941796,24.68078479,32.12656033,83.40816992,7.58327079,-9.021307747,14.25009323,-8.67632428,2.058908739,50,106,17.85076271,145.9150943,38.64271973,32.18656957,200.3885002,15.68518337,45.03208147,-0.035892091,0.122189486,-0.127834394,0.024299633,2,1.886792453,AFF
60.0,0.053308411,0.053831776,0.003813084,0.002242991,0.107214953,0.001570093,0.103401869,0.123514019,0.161046729,0.232,0.002012727,0.001990266,249.8717949,249.8717949,13.0669101,17.46140286,13.09236619,17.48701262,13.09236619,17.48701262,39.15894325,43.61540458,44.15908364,0.025641027,0.025641027,26.19570582,31.19170993,0.0,26.17007817,31.16607735,26.17007817,31.16607735,48.61544846,14.5719967,-7.674113687,12.90826983,-8.506900816,2.568787,40,106,5.449909372,169.8962264,48.85410052,7.25175497,249.9312213,0.0,0.051282053,-0.119403263,0.1084182995,-0.116240702,0.035183355,1,0.943396226,AFF
88.38095238,0.046497845,0.05393319,0.001616379,0.001346983,0.103825431,0.000269397,0.102209052,0.167618534,0.157758621,0.262607759,0.002012727,0.001990266,86.48695652,86.48695652,6.998990064,8.328367508,7.187687053,8.519058402,7.231179083,8.562517163,20.0577936,21.43545509,32.00172794,0.192139776,0.234852454,13.16538182,25.10984458,0.045254928,12.97411763,24.91868722,12.93123191,24.87525116,33.38276489,22.57347545,-7.674113687,12.90826983,-8.506900816,2.877932971,116,144,4.872933618,84.13194444,4.853468122,2.645693144,86.62412557,0.060900816,0.472247158,-0.165614641,0.1084182995,-0.116240702,0.053004052,2,1.388888889,NSR
73.44,0.056150794,0.075694444,0.02797619,0.015079365,0.126388889,0.012896825,0.098412698,0.147767857,0.202083333,0.315376984,0.002012727,0.001990266,288.3939394,288.3939394,18.04917551,28.89199528,18.04917551,28.89199528,18.04917551,28.89199528,57.03238067,67.90909703,99.09184283,0.0,0.0,39.03945586,81.09591624,0.0,39.03945586,81.09591624,39.03945586,81.09591624,109.9697018,6.677641433,-7.674113687,12.90826983,-8.506900816,1.161696862,34,55,18.23074226,251.0181818,32.50844283,28.97869301,288.9695905,0.0,0.0,-0.073776263,0.1084182995,-0.116240702,0.021608076,7,12.72727273,ARR
66.816,0.051019436,0.072741997,0.037347561,0.019007241,0.128858613,0.01834032,0.091511052,0.103563262,0.20160061,0.270912729,0.002012727,0.001990266,115.255814,115.255814,7.137006271,8.601517559,7.263643347,8.729094525,7.321864329,8.787207222,20.99159711,22.50027446,29.54888051,0.128626454,0.18604754,13.96317764,22.51429242,0.05898827,13.8353294,22.38643851,13.77724981,22.32828313,31.05834652,19.57262854,-7.674113687,12.90826983,-8.506900816,2.877932971,87,163,10.70338574,95.63803681,16.28262908,9.129669493,115.7517392,0.055007177,0.373662263,-0.159948335,0.1084182995,-0.116240702,0.055557509,2,1.226993865,NSR
75.264,0.064691311,0.093511814,0.085365854,0.043349848,0.150438262,0.042016006,0.065072409,0.080030488,0.243950076,0.324838034,0.004004087,0.003808413,101.8041237,101.8041237,12.12342184,16.09182567,17.9732158,21.95554506,23.54713521,27.52132913,30.66001686,34.63920065,38.06233781,6.026293712,11.4330191,18.56603434,25.96384351,5.762060783,12.72898512,20.12402484,7.150912725,14.53588064,42.04125687,5.539234196,-16.99708369,28.26569594,-19.71492428,5.862711258,98,163,6.541917458,89.50306748,10.780907,3.027919132,102.0140985,8.179727224,23.22137359,-0.057968494,0.243464056,-0.260397726,0.08977769,1,0.613496933,NSR
96.0,0.064444444,0.062320988,0.021728395,0.010962963,0.123555556,0.010765432,0.10182716,0.135802469,0.185876543,0.286271605,0.002012727,0.001990266,154.6190476,154.6190476,12.9757,22.42756076,13.84510841,23.30031028,14.75000743,24.20436225,42.25592065,51.74606787,60.04898283,0.883273718,1.77806795,29.34440428,47.13473261,0.911043495,28.47130862,46.2620784,27.56691439,45.3568243,69.53969215,7.58327079,-7.674113687,12.90826983,-8.506900816,2.877932971,64,80,3.592004222,152.1,3.917875296,5.425999191,154.6607655,1.342646386,3.572385163,-0.09229345,0.1084182995,-0.116240702,0.028610252,2,2.5,CHF
102.6785714,0.062864198,0.05382716,0.002469136,0.001283951,0.101975309,0.001185185,0.099506173,0.091604938,0.155802469,0.212641975,0.002012727,0.001990266,145.0588235,145.0588235,13.57819246,22.03041114,13.96056055,22.41284818,14.31351038,22.76573317,39.10598727,47.60294853,43.44411918,0.383296162,0.735322647,25.60123929,29.93838271,0.354505644,25.2189701,29.55615077,24.86620454,29.20317646,51.94119131,8.666237953,-7.674113687,12.90826983,-8.506900816,2.877932971,69,80,9.227328899,142.7875,8.816390536,14.58102778,145.3520068,0.377423132,1.473124453,-0.096789263,0.1084182995,-0.116240702,0.032362105,2,2.5,CHF
80.0,0.060546875,0.104944741,0.067358994,0.033679497,0.16830221,0.033679497,0.100943216,0.098466082,0.273246951,0.337842988,0.00387243,0.00394007,95.625,95.625,16.16409694,19.75557703,21.63557907,25.23327703,27.190937,30.7840102,39.66348642,43.25967383,44.73101021,5.613357044,11.02927428,23.51582755,28.58015626,5.719490581,18.05285905,23.12040407,12.49781254,17.55595472,48.3269426,3.762226644,-14.9940158,26.63918609,-16.75109571,4.389596357,105,163,4.701038142,85.58895706,8.879675583,3.764737591,95.74048456,7.145247172,22.36212191,-0.035640925,0.230125535,-0.243687552,0.053564735,5,3.067484663,NSR
81.8452381,0.068962025,0.070075949,0.027746835,0.014126582,0.115898734,0.013620253,0.088151899,0.084202532,0.185974684,0.251443038,0.002012727,0.001990266,182.7592593,182.7777778,14.38150498,23.4993621,14.38150498,23.4993621,14.3998702,23.51786281,39.37575034,48.55558466,42.28323228,0.0,0.018518519,25.09061311,27.99539405,0.018518519,25.09061311,27.99539405,25.07210998,27.97688703,51.46297751,10.24129369,-7.674113687,12.90826983,-8.506900816,2.877932971,55,78,16.77292261,167.8333333,18.80251664,29.15831256,183.5273216,0.0,0.037037038,-0.109183831,0.1084182995,-0.116240702,0.03627218,1,1.282051282,CHF
100.7142857,0.068,0.086944444,0.074333333,0.038277778,0.170111111,0.036055556,0.095777778,0.097,0.257055556,0.334277778,0.002012727,0.001990266,214.7608696,214.7173913,30.63689015,42.04622553,44.46148352,55.87280739,57.46087904,68.87122127,92.15237697,103.5652343,108.3916011,13.8511896,26.82618109,61.52387288,77.762119,13.02554238,47.69922051,63.93787205,34.69909894,50.93648855,119.8043684,7.58327079,-7.674113687,12.90826983,-8.506900816,1.227423955,47,49,74.23089266,213.3265306,72.68152658,102.6659067,227.2277635,14.07533637,53.70291308,-0.020130082,0.1084182995,-0.116240702,0.01359147,13,26.53061224,ARR
87.20318725,0.065739329,0.089367378,0.086032774,0.043635671,0.147484756,0.042397104,0.061451982,0.056831174,0.236852134,0.298208841,0.003981011,0.003831489,88.07964602,88.08849558,11.23134097,15.45922373,17.11780249,21.35969363,22.79768078,27.03154073,29.10640787,33.34518229,31.99174405,6.031916025,11.57527826,17.90214563,20.78387491,5.83058156,12.02253591,14.90779397,6.344675197,9.216545774,36.23010846,5.512525105,-15.60446378,25.27916251,-18.19274678,7.056549803,114,163,7.013440438,81.70552147,7.915219199,3.741486936,88.35843134,7.476438618,23.43777584,-0.05812274,0.217712371,-0.231016752,0.090871691,7,4.294478528,NSR
93.32270916,0.064691311,0.105754573,0.08712843,0.043111662,0.163871951,0.044016768,0.076743521,0.095607851,0.269626524,0.35851753,0.003850945,0.003961555,81.85123967,81.85950413,14.14310555,18.74905298,19.70624855,24.31928606,25.41539844,30.02275209,34.33063011,38.94222843,41.49616599,5.699423901,11.27414591,20.20471776,27.36661758,5.884148134,14.65584891,21.81830372,8.954971062,16.10196318,46.10746634,7.58327079,-14.85926405,26.56705541,-18.87408531,2.877932971,122,163,3.892483023,77.0797546,5.321826565,1.26973313,81.94374204,7.459201381,22.85771795,-0.039153086,0.223971878,-0.248564895,0.086231572,0,0.0,NSR
66.0,0.056740741,0.055506173,0.010518519,0.00508642,0.111604938,0.005432099,0.10108642,0.147111111,0.167111111,0.273679012,0.002012727,0.001990266,223.8837209,223.8837209,13.07259261,18.93443456,13.07259261,18.93443456,13.07259261,18.93443456,38.8409464,44.72326455,68.76822265,0.0,0.0,25.85099779,55.77736947,0.0,25.85099779,55.77736947,25.85099779,55.77736947,74.65168536,7.58327079,-7.674113687,12.90826983,-8.506900816,1.476609152,44,80,5.154403411,191.125,24.46572696,3.087628007,223.9430472,0.0,0.0,-0.105772591,0.1084182995,-0.116240702,0.032805281,0,0.0,CHF
64.5,0.046271605,0.09437037,0.031308642,0.015308642,0.131209877,0.016,0.099901235,0.092148148,0.225580247,0.297777778,0.002012727,0.001990266,228.2380952,228.5952381,32.94251397,40.31902781,40.31818942,47.69813794,48.02900996,55.40853391,72.92859173,80.30968358,88.0001892,7.44908384,15.10459069,40.01313988,55.07744179,7.729184299,32.62990993,47.69764781,24.91202102,39.97951935,95.38099598,7.58327079,-7.674113687,12.90826983,-8.506900816,2.524225792,43,80,10.37581787,186.025,31.69541081,17.84375975,228.4738184,9.397327012,30.28285882,-0.029620342,0.1084182995,-0.116240702,0.017522569,15,18.75,CHF
71.61904762,0.057960304,0.058435389,0.018528294,0.009343328,0.120829814,0.009184966,0.10230152,0.129961993,0.179265203,0.265888936,0.002012727,0.001990266,106.8494624,106.8494624,7.096979585,10.0916098,7.107488798,10.10231087,7.107488798,10.10231087,20.41288662,23.47319209,28.48712427,0.010752689,0.010752689,13.44420384,21.51192524,0.0,13.43347027,21.50117783,13.43347027,21.50117783,31.54844801,17.8524097,-7.674113687,12.90826983,-8.506900816,2.877932971,94,147,13.12548718,97.0952381,13.05162755,16.91783491,107.6526173,0.0,0.021505378,-0.175172168,0.1084182995,-0.116240702,0.060601648,8,5.442176871,NSR
65.52380952,0.049018674,0.064738948,0.024009146,0.012433308,0.116996951,0.011575838,0.092987805,0.09494093,0.181735899,0.232278963,0.002012727,0.001990266,116.7058824,116.7058824,7.010278077,8.782220269,7.102369025,8.875741233,7.102369025,8.875741233,19.54593867,21.37667326,23.07513844,0.094122554,0.094122554,12.65918885,16.18307108,0.0,12.56518396,16.08901675,12.56518396,16.08901675,24.90614535,20.82683619,-7.674113687,12.90826983,-8.506900816,2.877932971,86,163,16.68519846,98.17177914,18.06405792,6.528847551,117.8925732,0.0,0.188245108,-0.173611279,0.1084182995,-0.116240702,0.06170829,12,7.36196319,NSR
77.76,0.087055556,0.095944444,0.093111111,0.047277778,0.190111111,0.045833333,0.097,0.096111111,0.286055556,0.370611111,0.001409704,0.001368074,276.2,276.1714286,34.86337995,49.74570749,52.23390773,67.11993297,69.03149349,83.91589659,104.0857414,118.9714453,118.5429385,17.42892765,34.17162658,69.23112645,83.68736655,16.85661385,51.86347788,66.32024947,35.06201237,49.51685371,133.4285764,7.58327079,-5.731396831,9.347494563,-5.631868259,1.269094423,36,49,35.61925643,262.3265306,32.64141042,62.8206997,278.4872913,23.75577641,68.45716808,-0.018774194,0.081446324,-0.082070027,0.016411731,2,4.081632653,ARR
88.20594059,0.063186233,0.107474662,0.084301098,0.041913007,0.146748311,0.042388091,0.062447213,0.050886824,0.254222973,0.311180321,0.003881759,0.003930741,86.77391304,86.76521739,14.06754068,18.00659618,19.42055432,23.37191999,24.85615162,28.79806631,31.40885402,35.35665411,33.53983687,5.521432295,10.79240213,17.36593541,19.49194343,5.631726923,12.02438146,14.15873981,6.604000312,8.714732247,37.48699026,5.159332355,-16.73378238,29.26601008,-21.36814523,9.625867343,116,147,3.664306968,82.91156463,4.72508701,1.507649521,86.85124714,7.547474975,21.94556135,-0.046714392,0.250595488,-0.272087944,0.107993298,0,0.0,NSR
85.33333333,0.064875422,0.095861486,0.07384924,0.037267736,0.13951647,0.036581503,0.06566723,0.071790541,0.235377956,0.306429476,0.003931615,0.003880885,90.13513514,90.13513514,13.54674003,18.00729451,19.22099626,23.69135807,24.8121316,29.27612206,32.09923282,36.56761134,36.75716458,5.839007397,11.27054125,18.57588591,23.23009413,5.778687392,12.91823451,17.57336123,7.326100032,11.96843657,41.22525627,7.58327079,-16.32835766,28.15113726,-19.77271739,6.628517136,112,147,8.171017212,85.7755102,8.075277489,3.768738307,90.5047408,7.90974208,22.88823604,-0.047422585,0.242292486,-0.259475724,0.091656042,5,3.401360544,NSR
77.37313433,0.054783951,0.050154321,0.0,0.0,0.1,0.0,0.1,0.081404321,0.150154321,0.191666667,0.002012727,0.001990266,275.6571429,275.6571429,18.11802986,28.77734287,18.11802986,28.77734287,18.11802986,28.77734287,54.0596799,64.74405766,58.03131729,0.0,0.0,36.01280741,39.98201152,0.0,36.01280741,39.98201152,36.01280741,39.98201152,68.71556053,7.58327079,-7.674113687,12.90826983,-8.506900816,2.112873092,36,35,43.52401167,275.6571429,44.15943231,62.47117674,279.0720337,0.0,0.0,-0.082126271,0.1084182995,-0.116240702,0.0266532,1,2.857142857,ARR
92.05153617,0.070542636,0.109237726,0.086434109,0.044315245,0.154715762,0.042118863,0.068281654,0.06369509,0.263953488,0.323514212,0.001424314,0.001353463,231.3571429,231.3809524,39.31371413,51.64499496,55.26743974,67.60105183,70.43224266,82.76418824,95.09526017,107.4285833,104.3095937,16.0099319,31.11940496,55.78813136,65.00168752,15.24081955,39.84259962,49.05670663,24.67630921,33.88727497,116.6428594,7.58327079,-5.681774123,10.48550659,-7.287157637,2.337015844,43,42,7.428456959,231.3571429,7.518502149,7.374328834,231.4763693,22.20560736,62.37015641,-0.014573111,0.084799099,-0.098737377,0.028781361,0,0.0,ARR
79.28571429,0.07,0.101611111,0.092055556,0.046666667,0.191222222,0.045388889,0.099166667,0.102666667,0.292833333,0.375722222,0.001405424,0.001372354,272.2222222,272.1944444,36.47775219,49.08648527,53.72810778,66.33921688,70.53081844,83.14086841,106.8055597,119.4167145,123.0278404,17.30951495,34.05560076,70.33622336,86.55709017,16.86812713,53.08922811,69.31163754,36.28379003,52.50280114,135.6388993,7.58327079,-5.741555446,9.651826525,-5.941031931,1.488291559,37,49,74.93408626,257.0204082,66.21676016,114.0113994,282.3474022,24.23675366,68.23324283,-0.017377725,0.083033309,-0.085843649,0.018069638,15,30.6122449,ARR
78.0,0.063407407,0.054074074,0.002320988,0.001185185,0.104987654,0.001135802,0.102666667,0.107012346,0.159061728,0.232839506,0.002012727,0.001990266,191.372549,191.372549,13.46407556,22.49010029,13.46407556,22.49010029,13.46407556,22.49010029,39.49533908,48.60808845,49.43844313,0.0,0.0,26.15995078,36.08940265,0.0,26.15995078,36.08940265,26.15995078,36.08940265,58.54904288,12.31108756,-7.674113687,12.90826983,-8.506900816,3.537921775,52,80,3.168229445,174.3625,13.90216799,2.315167381,191.3987727,0.0,0.0,-0.129274027,0.1084182995,-0.116240702,0.041673911,0,0.0,CHF
102.0,0.060493827,0.060740741,0.013432099,0.006814815,0.111604938,0.006617284,0.09817284,0.156493827,0.172345679,0.291555556,0.002012727,0.001990266,146.3283582,146.3283582,13.45307673,20.80398719,13.60235589,20.95328683,13.7814928,21.13238511,39.43564857,46.8209532,62.1804818,0.149677459,0.328445842,26.03865944,48.78215401,0.180092772,25.8894501,48.63297149,25.71065268,48.45388067,69.56722621,7.58327079,-7.674113687,12.90826983,-8.506900816,2.877932971,68,80,7.213974953,143.3125,7.200710205,12.23568109,146.5060744,0.161733678,0.658216073,-0.086668326,0.1084182995,-0.116240702,0.026700879,1,1.25,CHF
62.32835821,0.068429487,0.125534188,0.091987179,0.046688034,0.176549145,0.045299145,0.084561966,0.096207265,0.302083333,0.38840812,0.001400085,0.001377693,343.2142857,343.0357143,47.82311742,59.53657468,64.93210664,76.64662337,81.71723337,93.43058191,111.4286492,123.143035,129.6071885,17.1409978,33.89416844,63.60928135,81.78625794,16.84150939,46.50330287,64.68320198,29.72558709,47.89650823,141.3214304,7.58327079,-4.017918445,8.139999698,-6.167674192,2.293851955,29,51,188.1986711,287.3921569,146.8996798,271.0854724,391.4266032,20.32608895,67.87667563,-0.00830372,0.061911262,-0.080438261,0.027406327,7,13.7254902,ARR
49.68,0.065613027,0.089750958,0.071264368,0.036015326,0.17394636,0.035249042,0.102681992,0.099233716,0.263697318,0.32835249,0.001403757,0.001374021,433.5909091,433.5,36.00672822,47.41185303,52.32334841,63.73390297,68.36829914,79.77509606,105.5909265,117.0000684,119.3638056,16.38073097,32.3638392,69.59382359,83.36510394,16.11862661,53.27863855,67.0519852,37.23462854,51.00350608,130.7727285,2.031568377,-6.113604212,10.46446867,-6.595021669,1.730965492,23,28,7.958180987,410.7857143,21.80299861,10.92211138,433.6639357,23.96438599,64.86319678,-0.019319085,0.087609873,-0.095545212,0.019853911,1,3.571428571,ARR
